"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
2004,2,3,-6.55,-0.75,3.6
2004,2,4,-7.05,-0.55,1.7
2004,2,5,-11.55,-0.45,0.3
2004,2,6,-5.45,0.05,4.5
2004,2,7,-5.05,-0.35,1
2004,2,8,-6.75,-0.45,0
2004,2,9,-7.35,2.35,0
2004,2,10,-5.05,2.75,0
2004,2,11,-6.15,0.45,0
2004,2,12,-7.65,1.05,0
2004,2,13,-8.05,0.95,0
2004,2,14,-5.15,0.85,5
2004,2,15,-6.65,0.45,0.9
2004,2,16,-6.95,-0.15,8.8
2004,2,17,-5.75,0.75,5.9
2004,2,18,-1.85,0.85,6.2
2004,2,19,-6.35,0.95,1.4
2004,2,20,-7.95,0.45,0
2004,2,21,-7.15,0.85,0
2004,2,22,-6.65,1.05,0
2004,2,23,-3.65,3.55,0.8
2004,2,24,-2.95,4.25,5.7
2004,2,25,-6.65,1.25,16.9
2004,2,26,-3.65,1.15,3
2004,2,27,-2.25,2.85,0.6
2004,2,28,-3.95,2.55,0.4
2004,2,29,-5.45,2.75,0.7
2004,3,1,-5.35,3.15,0.4
2004,3,2,-6.45,1.55,0
2004,3,3,-5.35,1.95,8.7
2004,3,4,-5.05,-0.05,16
2004,3,5,-6.15,1.15,26.4
2004,3,6,-7.75,0.25,6.4
2004,3,7,-5.35,5.05,20.1
2004,3,8,-0.55,12.75,0.7
2004,3,9,0.05,8.15,0.8
2004,3,10,-3.45,9.35,0
2004,3,11,-0.45,11.05,0
2004,3,12,-2.55,5.75,0
2004,3,13,-4.75,4.55,0
2004,3,14,-2.05,7.95,1.1
2004,3,15,-3.85,7.35,0.7
2004,3,16,-2.75,7.65,0
2004,3,17,-2.25,4.35,0
2004,3,18,-5.55,4.45,5.6
2004,3,19,-7.55,0.45,2.8
2004,3,20,-7.85,3.95,0
2004,3,21,-1.85,7.05,0
2004,3,22,0.75,12.55,0
2004,3,23,-1.45,4.85,0
2004,3,24,-2.95,3.75,6.1
2004,3,25,-3.95,6.35,15.4
2004,3,26,-4.25,3.45,4.3
2004,3,27,-2.85,3.75,15
2004,3,28,-4.65,7.85,0
2004,3,29,-0.05,11.35,0
2004,3,30,-3.15,4.75,1.1
2004,3,31,-4.85,4.55,0.3
2004,4,1,-5.75,5.95,0
2004,4,2,-4.75,8.15,0
2004,4,3,-0.55,12.05,0
2004,4,4,-1.15,11.65,0
2004,4,5,-0.55,10.35,0
2004,4,6,-2.15,13.85,0.3
2004,4,7,-0.75,11.35,0
2004,4,8,-1.45,10.55,0
2004,4,9,-0.05,14.05,0
2004,4,10,1.05,15.55,0
2004,4,11,2.35,17.65,0
2004,4,12,2.75,16.35,0
2004,4,13,-0.55,10.85,3
2004,4,14,-1.25,7.05,4.3
2004,4,15,-2.85,6.95,0.3
2004,4,16,-2.85,7.85,4.2
2004,4,17,-2.85,7.85,1.4
2004,4,18,-2.75,7.35,1.9
2004,4,19,-2.15,7.05,0
2004,4,20,-2.75,4.15,7.9
2004,4,21,-3.05,7.65,2
2004,4,22,-2.55,13.45,0
2004,4,23,-1.45,8.45,1.7
2004,4,24,-4.25,10.65,0
2004,4,25,-0.35,16.25,0
2004,4,26,2.85,21.05,0
2004,4,27,-0.45,12.85,13.1
2004,4,28,-1.75,11.45,0
2004,4,29,0.95,14.55,0
2004,4,30,2.05,15.55,0
2004,5,1,4.45,18.45,0
2004,5,2,4.05,12.85,0
2004,5,3,2.95,11.65,0
2004,5,4,1.05,9.95,0.7
2004,5,5,-2.25,8.55,0
2004,5,6,-2.05,13.55,0
2004,5,7,3.45,12.15,2.7
2004,5,8,0.55,9.95,3.3
2004,5,9,-1.55,10.25,0
2004,5,10,-2.05,9.05,0
2004,5,11,-0.55,8.95,1.1
2004,5,12,-0.85,10.35,1.3
2004,5,13,-0.05,11.05,3.1
2004,5,14,-0.45,13.45,3.6
2004,5,15,1.15,11.85,0.3
2004,5,16,0.75,9.55,5.5
2004,5,17,0.75,12.05,5.8
2004,5,18,2.75,15.55,1.6
2004,5,19,2.35,16.35,0.8
2004,5,20,4.55,16.55,0.4
2004,5,21,3.05,13.25,1
2004,5,22,0.95,8.75,5.9
2004,5,23,0.55,8.45,9.6
2004,5,24,1.05,13.05,0
2004,5,25,1.25,13.55,1.2
2004,5,26,5.15,10.35,4.8
2004,5,27,1.55,10.75,6.3
2004,5,28,-1.15,7.05,1
2004,5,29,-0.15,7.85,2.4
2004,5,30,0.15,7.85,5.5
2004,5,31,0.15,12.35,1.9
2004,6,1,-1.25,14.85,0
2004,6,2,1.95,18.55,0
2004,6,3,7.25,22.35,0
2004,6,4,8.05,23.05,0
2004,6,5,3.95,14.65,1.6
2004,6,6,1.75,11.15,2.7
2004,6,7,1.85,13.55,0.9
2004,6,8,2.65,17.35,2.4
2004,6,9,4.15,17.65,5.6
2004,6,10,4.55,12.35,2.5
2004,6,11,1.85,12.25,1.7
2004,6,12,-0.25,13.25,0.9
2004,6,13,3.95,12.35,4.6
2004,6,14,-0.85,11.45,2.8
2004,6,15,-1.25,15.55,0
2004,6,16,3.45,19.55,0
2004,6,17,6.95,20.15,0
2004,6,18,6.95,19.55,0
2004,6,19,7.05,19.85,0
2004,6,20,6.65,23.35,0
2004,6,21,8.85,25.45,0
2004,6,22,11.05,27.25,0
2004,6,23,11.55,27.25,0
2004,6,24,11.45,26.85,0
2004,6,25,10.65,25.75,0
2004,6,26,8.05,20.35,0
2004,6,27,6.25,19.95,0
2004,6,28,6.15,22.05,0
2004,6,29,7.15,24.35,0
2004,6,30,10.25,25.05,0.9
2004,7,1,7.55,22.65,0
2004,7,2,7.45,20.95,0
2004,7,3,5.85,19.55,0
2004,7,4,5.65,19.85,0
2004,7,5,6.85,23.25,0
2004,7,6,9.55,19.35,0.8
2004,7,7,3.95,14.35,1.4
2004,7,8,2.95,17.85,0
2004,7,9,4.85,18.95,0
2004,7,10,2.95,17.05,0.5
2004,7,11,3.15,19.25,0
2004,7,12,7.95,25.05,0
2004,7,13,13.35,25.15,0
2004,7,14,12.95,28.35,0.3
2004,7,15,12.05,25.25,0
2004,7,16,8.95,26.35,0
2004,7,17,13.15,29.45,0
2004,7,18,13.95,27.45,1.1
2004,7,19,10.45,21.75,6.9
2004,7,20,7.25,19.65,0
2004,7,21,6.25,22.55,0
2004,7,22,10.95,24.95,0
2004,7,23,12.45,26.95,0
2004,7,24,13.75,28.75,0
2004,7,25,13.25,25.65,0
2004,7,26,8.45,23.85,0
2004,7,27,9.45,25.25,0
2004,7,28,11.35,26.35,0
2004,7,29,12.35,26.95,0
2004,7,30,11.05,23.75,0
2004,7,31,8.35,24.15,0
2004,8,1,8.65,25.45,0
2004,8,2,9.65,24.65,0
2004,8,3,10.05,20.25,0
2004,8,4,6.95,21.55,0.6
2004,8,5,7.95,18.25,0.5
2004,8,6,7.05,13.35,12.6
2004,8,7,5.75,19.45,3.6
2004,8,8,8.55,22.85,0
2004,8,9,10.75,24.65,0
2004,8,10,13.75,26.35,0
2004,8,11,13.85,27.95,0
2004,8,12,16.25,29.25,0
2004,8,13,15.65,30.65,0
2004,8,14,18.15,30.65,0
2004,8,15,13.55,29.35,0
2004,8,16,12.95,28.05,0
2004,8,17,11.45,23.95,0
2004,8,18,11.75,26.55,0
2004,8,19,13.15,27.55,0
2004,8,20,12.25,24.45,0
2004,8,21,10.35,22.55,2.3
2004,8,22,6.55,15.35,13
2004,8,23,4.65,17.05,1.8
2004,8,24,6.55,12.85,44.9
2004,8,25,7.05,12.45,30.9
2004,8,26,7.15,13.75,6.5
2004,8,27,4.85,17.05,2.3
2004,8,28,6.35,18.25,1
2004,8,29,7.15,21.55,0
2004,8,30,8.65,23.35,0
2004,8,31,10.45,22.95,0.8
2004,9,1,4.35,14.05,1.2
2004,9,2,1.25,9.45,2.1
2004,9,3,3.55,12.65,0.9
2004,9,4,4.15,14.45,0
2004,9,5,3.45,13.95,0
2004,9,6,3.35,16.45,0
2004,9,7,6.15,17.15,0
2004,9,8,5.75,17.35,1.7
2004,9,9,4.75,14.15,1.8
2004,9,10,3.15,14.25,1.8
2004,9,11,7.25,12.25,24.4
2004,9,12,3.45,10.95,4.1
2004,9,13,2.35,7.05,19.9
2004,9,14,2.65,10.55,11
2004,9,15,3.35,8.75,30.5
2004,9,16,1.85,11.45,7.3
2004,9,17,3.05,10.15,7.4
2004,9,18,2.05,7.05,4.8
2004,9,19,1.05,7.35,1.2
2004,9,20,-1.15,8.85,0.8
2004,9,21,1.65,11.45,4
2004,9,22,2.95,10.35,3.3
2004,9,23,4.85,12.25,2.9
2004,9,24,4.75,18.15,0
2004,9,25,8.55,18.85,0
2004,9,26,5.35,18.85,0
2004,9,27,8.35,20.15,0
2004,9,28,9.35,21.55,0
2004,9,29,6.55,16.25,0
2004,9,30,2.65,14.05,0
2004,10,1,2.75,13.15,0
2004,10,2,4.85,15.75,0
2004,10,3,5.75,15.95,0
2004,10,4,6.55,17.55,0
2004,10,5,6.85,16.45,2.7
2004,10,6,5.05,11.45,8.8
2004,10,7,0.05,11.75,0
2004,10,8,5.85,9.35,18.5
2004,10,9,1.75,6.15,14.7
2004,10,10,0.85,9.15,1.7
2004,10,11,3.75,12.15,0
2004,10,12,3.65,12.85,0
2004,10,13,5.95,16.45,0
2004,10,14,7.85,17.65,0
2004,10,15,5.55,11.75,0.3
2004,10,16,4.15,8.25,7.9
2004,10,17,1.55,6.65,23.6
2004,10,18,-1.15,3.35,7
2004,10,19,1.25,4.35,9.7
2004,10,20,0.75,7.25,2.5
2004,10,21,-1.65,3.75,2.1
2004,10,22,-1.05,5.65,10.3
2004,10,23,-3.65,1.65,8.6
2004,10,24,-4.15,1.05,9.1
2004,10,25,-2.95,3.75,0
2004,10,26,0.05,5.15,0.7
2004,10,27,-0.85,9.15,0.8
2004,10,28,-2.35,4.55,0
2004,10,29,-2.55,3.05,1.7
2004,10,30,-2.55,1.15,15.6
2004,10,31,-5.85,-0.75,13.4
2004,11,1,-5.75,1.55,31.4
2004,11,2,-2.25,3.35,32.3
2004,11,3,-5.15,2.45,1
2004,11,4,-4.95,6.25,0
2004,11,5,-1.65,9.35,0
2004,11,6,0.75,6.75,0
2004,11,7,4.55,11.25,0
2004,11,8,3.05,11.55,0
2004,11,9,1.05,7.65,0
2004,11,10,0.65,6.65,0
2004,11,11,-0.95,6.95,0
2004,11,12,-1.65,6.05,0.4
2004,11,13,-0.95,5.65,0
2004,11,14,-1.65,2.95,1.1
2004,11,15,0.95,6.25,3.8
2004,11,16,-2.15,3.15,1.2
2004,11,17,-4.65,2.55,0.5
2004,11,18,-2.95,-0.05,7.2
2004,11,19,-5.45,-0.65,2.6
2004,11,20,-7.05,0.15,0
2004,11,21,-4.75,3.25,0
2004,11,22,-1.95,0.85,2.7
2004,11,23,-2.35,2.25,3.8
2004,11,24,0.45,4.95,21.9
2004,11,25,-2.75,3.95,21.1
2004,11,26,-5.35,0.25,1.5
2004,11,27,-7.25,-2.45,3.3
2004,11,28,-9.85,-3.15,0
2004,11,29,-8.25,-0.75,1.7
2004,11,30,-3.75,0.75,2.7
2004,12,1,-5.55,-0.15,0.5
2004,12,2,-6.05,0.65,0
2004,12,3,-4.65,0.65,0
2004,12,4,-2.55,2.45,1.5
2004,12,5,-6.85,-0.05,4.6
2004,12,6,-6.25,-1.55,1.3
2004,12,7,-5.55,0.35,24
2004,12,8,-3.75,1.05,35.7
2004,12,9,-6.45,3.85,18.4
2004,12,10,3.55,7.45,52.5
2004,12,11,-3.55,4.45,12.8
2004,12,12,-4.65,1.25,0
2004,12,13,-2.85,1.65,1.2
2004,12,14,-0.65,2.75,8.3
2004,12,15,-4.25,1.75,0.7
2004,12,16,-2.55,2.55,0
2004,12,17,-0.35,4.45,0
2004,12,18,1.05,6.75,0
2004,12,19,-3.35,3.35,3.2
2004,12,20,-6.05,-0.55,1.3
2004,12,21,-6.45,0.25,0.3
2004,12,22,-6.85,-0.75,0
2004,12,23,-7.75,1.25,0
2004,12,24,-3.35,2.45,0
2004,12,25,-2.65,1.95,2.9
2004,12,26,-3.75,1.55,2.3
2004,12,27,-4.05,2.05,0.9
2004,12,28,-4.55,1.95,0
2004,12,29,-4.25,0.25,13.4
2004,12,30,-5.05,-0.65,3.2
2004,12,31,-4.75,0.05,0.4
2005,1,1,-6.75,-2.55,2
2005,1,2,-10.85,-3.35,3.7
2005,1,3,-12.25,-2.95,0
2005,1,4,-12.95,-5.35,0
2005,1,5,-14.05,-3.85,0
2005,1,6,-10.75,-2.15,6.2
2005,1,7,-5.65,-1.55,9.2
2005,1,8,-6.65,-3.35,9.7
2005,1,9,-10.05,-3.75,1.9
2005,1,10,-10.95,-3.65,0
2005,1,11,-12.85,-3.85,1.1
2005,1,12,-7.75,-1.55,13.3
2005,1,13,-12.45,-4.15,0
2005,1,14,-16.15,-8.35,0
2005,1,15,-17.15,-6.75,8.4
2005,1,16,-10.55,2.15,6.2
2005,1,17,-1.45,4.65,58.3
2005,1,18,3.55,6.45,70.1
2005,1,19,3.75,5.95,5.4
2005,1,20,2.55,5.65,4.7
2005,1,21,1.35,4.65,1.2
2005,1,22,1.75,5.15,4.4
2005,1,23,3.15,6.45,1.3
2005,1,24,2.85,8.55,0.8
2005,1,25,1.55,8.25,0
2005,1,26,0.35,4.25,0.6
2005,1,27,-1.85,4.35,1.8
2005,1,28,-2.25,2.35,0.7
2005,1,29,-1.25,2.75,1.2
2005,1,30,-2.05,3.25,0
2005,1,31,-2.05,4.25,1.5
2005,2,1,-2.85,7.25,0.3
2005,2,2,0.55,10.05,0
2005,2,3,1.05,10.35,0
2005,2,4,-2.85,6.05,19.2
2005,2,5,-5.45,0.45,2
2005,2,6,-5.35,-0.25,6.5
2005,2,7,-6.25,1.65,2.3
2005,2,8,-9.25,1.25,0
2005,2,9,-7.05,3.05,0
2005,2,10,-5.95,3.75,0
2005,2,11,-4.85,3.15,0
2005,2,12,-2.15,4.15,2
2005,2,13,-7.15,-0.15,3.7
2005,2,14,-10.15,-1.35,4.6
2005,2,15,-11.65,0.05,0
2005,2,16,-11.75,0.45,0.7
2005,2,17,-8.45,1.75,0
2005,2,18,-8.95,1.95,0
2005,2,19,-7.85,2.25,0
2005,2,20,-9.75,1.95,0
2005,2,21,-6.95,3.45,0
2005,2,22,-4.75,7.85,0
2005,2,23,-2.35,8.55,0
2005,2,24,-2.55,8.75,0
2005,2,25,-1.35,8.95,0
2005,2,26,-1.45,9.25,0
2005,2,27,-1.15,9.75,0
2005,2,28,-0.65,6.35,5.8
2005,3,1,-1.75,7.65,1.5
2005,3,2,-2.25,6.35,0.5
2005,3,3,-3.35,8.15,0
2005,3,4,-2.55,8.25,0
2005,3,5,-3.05,10.05,0
2005,3,6,-1.75,10.55,0
2005,3,7,2.05,11.75,0
2005,3,8,1.35,14.05,0
2005,3,9,2.85,10.25,0.9
2005,3,10,0.65,14.15,0
2005,3,11,2.15,13.95,0
2005,3,12,-1.75,8.15,0
2005,3,13,-2.55,8.35,0
2005,3,14,-3.45,9.35,0
2005,3,15,-1.45,8.35,0
2005,3,16,-4.15,4.05,21
2005,3,17,-4.45,3.25,4
2005,3,18,-4.85,4.65,0.3
2005,3,19,-4.85,5.55,15.8
2005,3,20,0.35,6.65,10.5
2005,3,21,-5.85,2.45,6
2005,3,22,-4.75,4.25,1.5
2005,3,23,-5.95,-0.35,0
2005,3,24,-7.65,-0.65,0
2005,3,25,-6.35,3.45,0
2005,3,26,-3.25,7.05,50.2
2005,3,27,0.75,8.75,28.3
2005,3,28,-3.55,3.35,7.6
2005,3,29,-3.95,1.85,34.1
2005,3,30,-6.85,1.65,7
2005,3,31,-3.25,4.65,1.5
2005,4,1,-2.85,4.15,10.7
2005,4,2,-4.75,4.75,2
2005,4,3,-0.95,6.15,3.7
2005,4,4,-3.65,3.25,1.6
2005,4,5,-4.05,6.95,0
2005,4,6,0.95,13.25,2.3
2005,4,7,-0.15,10.75,2.3
2005,4,8,-2.65,7.05,0
2005,4,9,-3.45,6.65,0
2005,4,10,-7.65,5.75,3.1
2005,4,11,-3.15,4.55,14.1
2005,4,12,-5.55,3.05,5.8
2005,4,13,-7.85,5.15,1.2
2005,4,14,-3.55,4.15,2
2005,4,15,-3.35,7.05,5.9
2005,4,16,-1.15,8.75,8.5
2005,4,17,-2.85,6.05,3.7
2005,4,18,-5.15,6.15,1.4
2005,4,19,-4.75,9.45,0
2005,4,20,-0.55,13.85,0
2005,4,21,1.55,13.25,0
2005,4,22,2.45,14.15,0
2005,4,23,4.85,15.95,3.3
2005,4,24,2.25,15.85,2.3
2005,4,25,4.45,18.25,2.7
2005,4,26,4.45,16.85,0.3
2005,4,27,4.85,14.45,0
2005,4,28,-1.35,9.55,0
2005,4,29,1.45,8.35,0
2005,4,30,1.95,11.05,0.3
2005,5,1,0.85,13.05,0
2005,5,2,3.45,10.55,0
2005,5,3,-0.05,13.05,0.8
2005,5,4,3.55,10.55,1
2005,5,5,3.35,13.55,1
2005,5,6,3.85,13.45,0
2005,5,7,0.25,12.35,0
2005,5,8,2.75,13.85,3.5
2005,5,9,3.95,13.75,23.3
2005,5,10,5.55,10.95,23.5
2005,5,11,3.25,15.85,0
2005,5,12,3.95,18.05,0
2005,5,13,4.05,15.55,0
2005,5,14,6.35,15.95,4.3
2005,5,15,5.75,13.65,14.3
2005,5,16,2.25,9.45,1.7
2005,5,17,-1.25,8.75,0.8
2005,5,18,2.55,8.65,11.1
2005,5,19,1.65,8.35,4.8
2005,5,20,0.45,10.25,4.4
2005,5,21,-1.75,11.85,5.9
2005,5,22,1.25,8.85,1.4
2005,5,23,-2.75,11.05,0.3
2005,5,24,-1.15,13.55,0
2005,5,25,2.95,16.65,0
2005,5,26,6.25,19.65,0
2005,5,27,8.15,22.35,0
2005,5,28,12.45,23.85,0
2005,5,29,10.05,23.35,0.5
2005,5,30,8.25,19.65,0.4
2005,5,31,5.45,12.25,3.2
2005,6,1,2.55,10.45,1.2
2005,6,2,2.65,13.05,0.9
2005,6,3,3.75,14.05,0
2005,6,4,0.85,14.75,0
2005,6,5,2.55,10.05,8.5
2005,6,6,-0.35,12.15,1.6
2005,6,7,0.35,12.75,0.7
2005,6,8,3.35,12.55,0.6
2005,6,9,4.75,16.55,0
2005,6,10,2.35,10.75,0.4
2005,6,11,4.55,11.55,0
2005,6,12,1.25,11.95,2.2
2005,6,13,3.95,12.45,2.9
2005,6,14,2.15,12.25,0.8
2005,6,15,-0.95,15.15,0
2005,6,16,6.45,18.85,2.3
2005,6,17,5.85,16.05,4.7
2005,6,18,2.25,15.85,1.5
2005,6,19,3.75,19.25,0
2005,6,20,8.75,23.35,0
2005,6,21,11.15,25.15,1.7
2005,6,22,6.35,14.65,0
2005,6,23,2.15,18.55,0
2005,6,24,6.35,20.35,0
2005,6,25,5.65,18.55,0
2005,6,26,6.55,20.55,0
2005,6,27,6.85,12.65,4.3
2005,6,28,6.05,17.15,2.3
2005,6,29,6.15,20.85,0
2005,6,30,7.95,21.55,0
2005,7,1,5.45,17.55,0
2005,7,2,3.75,15.65,0
2005,7,3,3.65,19.45,0
2005,7,4,5.95,21.85,0
2005,7,5,8.45,21.55,1.2
2005,7,6,9.25,16.85,2.3
2005,7,7,4.45,20.05,0
2005,7,8,6.75,17.15,13.3
2005,7,9,3.15,17.25,3.3
2005,7,10,4.65,16.55,0
2005,7,11,6.15,19.35,0
2005,7,12,6.25,18.65,0.3
2005,7,13,5.95,18.25,0
2005,7,14,6.05,23.35,0
2005,7,15,12.85,22.45,0.5
2005,7,16,7.85,18.05,1.2
2005,7,17,7.85,24.35,0
2005,7,18,12.35,25.75,0
2005,7,19,9.55,21.55,0
2005,7,20,6.95,21.85,0
2005,7,21,8.35,28.05,0
2005,7,22,10.45,23.45,13.5
2005,7,23,5.55,20.85,0
2005,7,24,5.45,20.45,0
2005,7,25,8.05,23.05,0
2005,7,26,9.85,25.15,0
2005,7,27,9.95,27.35,0
2005,7,28,11.45,25.55,0
2005,7,29,9.35,23.75,0
2005,7,30,9.95,25.35,0
2005,7,31,9.45,25.55,0
2005,8,1,9.45,19.95,0
2005,8,2,5.15,20.55,0
2005,8,3,7.15,24.25,0
2005,8,4,10.95,27.35,0
2005,8,5,11.75,26.45,0
2005,8,6,10.75,26.65,0
2005,8,7,9.25,25.25,0
2005,8,8,9.95,25.95,0
2005,8,9,10.35,25.65,0
2005,8,10,9.05,22.05,0
2005,8,11,5.85,22.15,0
2005,8,12,10.05,24.25,0.5
2005,8,13,9.75,22.75,0
2005,8,14,11.05,24.75,0
2005,8,15,12.35,25.65,0
2005,8,16,10.75,23.05,0
2005,8,17,8.15,17.25,1.8
2005,8,18,6.35,20.55,0
2005,8,19,7.95,23.55,0
2005,8,20,10.25,25.35,0
2005,8,21,10.55,26.25,0
2005,8,22,9.35,20.85,0
2005,8,23,5.95,16.85,0
2005,8,24,4.15,20.85,0
2005,8,25,8.95,23.15,0
2005,8,26,10.05,23.35,0
2005,8,27,7.05,22.95,0
2005,8,28,8.05,22.95,0.3
2005,8,29,5.35,12.95,3.1
2005,8,30,4.05,15.75,0
2005,8,31,3.85,17.35,0
2005,9,1,6.05,20.45,0
2005,9,2,9.65,19.35,0
2005,9,3,5.25,14.75,0
2005,9,4,2.35,11.45,0.3
2005,9,5,0.55,14.75,0
2005,9,6,5.45,17.75,0
2005,9,7,6.85,20.45,0
2005,9,8,7.25,20.25,0
2005,9,9,4.55,9.45,4.5
2005,9,10,3.45,10.65,5.1
2005,9,11,4.65,11.55,0
2005,9,12,3.05,14.85,0
2005,9,13,4.25,16.55,0
2005,9,14,4.75,16.05,0
2005,9,15,4.35,13.65,0
2005,9,16,4.45,11.25,1.1
2005,9,17,2.15,13.95,0
2005,9,18,2.25,14.15,0
2005,9,19,3.35,13.65,0
2005,9,20,3.15,11.65,0
2005,9,21,-0.15,13.75,0
2005,9,22,0.95,10.75,0
2005,9,23,-0.15,12.35,0
2005,9,24,-0.25,12.75,0
2005,9,25,1.95,16.55,0
2005,9,26,4.55,18.15,0
2005,9,27,3.35,15.55,0
2005,9,28,4.15,17.15,0
2005,9,29,7.65,13.85,41.4
2005,9,30,5.25,9.95,23.8
2005,10,1,-0.25,4.75,2.9
2005,10,2,-2.35,5.75,3.5
2005,10,3,-0.25,5.75,0.3
2005,10,4,-2.35,6.75,2.3
2005,10,5,1.85,8.05,0
2005,10,6,5.25,12.05,7.2
2005,10,7,1.65,6.25,6.1
2005,10,8,-1.55,8.25,0.7
2005,10,9,1.05,9.05,1.1
2005,10,10,3.25,9.25,0.8
2005,10,11,1.15,8.15,0
2005,10,12,1.05,8.05,1.4
2005,10,13,3.85,8.55,5.2
2005,10,14,4.35,13.15,0
2005,10,15,4.15,8.55,2.3
2005,10,16,2.55,6.45,1.9
2005,10,17,5.85,12.65,3.1
2005,10,18,4.25,13.15,1.3
2005,10,19,4.55,8.05,9.2
2005,10,20,0.55,6.95,0.8
2005,10,21,2.25,11.25,0
2005,10,22,2.55,11.95,0
2005,10,23,4.55,11.85,2.2
2005,10,24,3.05,11.85,0
2005,10,25,4.95,13.05,1.6
2005,10,26,0.35,5.05,0.5
2005,10,27,-2.55,4.35,0
2005,10,28,0.55,3.15,4.5
2005,10,29,-1.15,1.85,0.7
2005,10,30,-2.85,4.85,0.4
2005,10,31,1.05,6.45,64.4
2005,11,1,-1.65,4.85,32
2005,11,2,-3.75,3.05,2.6
2005,11,3,-2.55,2.15,20.2
2005,11,4,-4.75,2.25,11.7
2005,11,5,-4.75,1.15,31.5
2005,11,6,-3.95,0.55,13.9
2005,11,7,-4.75,0.15,1.5
2005,11,8,-7.05,1.15,0.3
2005,11,9,-4.15,3.15,0.6
2005,11,10,-1.55,4.95,3.6
2005,11,11,-4.75,0.85,12.5
2005,11,12,-6.55,-0.55,3.1
2005,11,13,-2.95,2.15,24
2005,11,14,-6.05,-1.45,11.7
2005,11,15,-7.65,0.55,0.8
2005,11,16,-3.55,1.05,0
2005,11,17,-3.95,1.55,0
2005,11,18,-2.95,3.95,0
2005,11,19,-0.65,3.05,0
2005,11,20,-1.65,3.15,0
2005,11,21,-2.45,2.95,0
2005,11,22,-1.85,3.25,0
2005,11,23,-3.55,2.35,0
2005,11,24,-5.85,1.35,1.9
2005,11,25,-4.25,-0.25,16.6
2005,11,26,-9.75,-2.75,3.7
2005,11,27,-11.95,-2.85,0
2005,11,28,-12.45,-5.95,1.8
2005,11,29,-8.35,-2.25,22.3
2005,11,30,-7.85,-2.55,4.8
2005,12,1,-7.85,-4.55,2.5
2005,12,2,-7.75,-2.05,6.6
2005,12,3,-10.45,-3.55,1.1
2005,12,4,-11.35,-3.05,1.1
2005,12,5,-7.55,-1.45,2.7
2005,12,6,-10.75,-2.35,0
2005,12,7,-11.45,-5.05,0
2005,12,8,-12.85,-2.95,0
2005,12,9,-9.65,1.65,0
2005,12,10,-2.05,2.85,0
2005,12,11,-5.55,2.05,0
2005,12,12,-6.25,0.75,0
2005,12,13,-9.95,-2.65,0
2005,12,14,-10.85,-1.55,0
2005,12,15,-10.15,-1.85,0
2005,12,16,-11.05,-2.55,0
2005,12,17,-12.75,-8.05,0
2005,12,18,-13.25,-6.35,0
2005,12,19,-8.45,-1.25,6.9
2005,12,20,-3.35,1.35,7.1
2005,12,21,0.85,1.95,6.2
2005,12,22,1.15,2.85,28.4
2005,12,23,-0.85,2.05,37.1
2005,12,24,1.45,5.45,26.4
2005,12,25,0.65,3.85,9.5
2005,12,26,-3.35,1.55,7.6
2005,12,27,-4.25,1.25,23.7
2005,12,28,-4.65,1.25,23
2005,12,29,-4.55,-0.15,7.1
2005,12,30,-1.55,0.85,36.7
2005,12,31,-0.35,0.65,13
2006,1,1,-2.35,0.55,13.3
2006,1,2,-4.95,0.05,4.5
2006,1,3,-7.95,-0.35,7.7
2006,1,4,-6.25,0.05,3.8
2006,1,5,0.05,1.75,11.8
2006,1,6,1.25,2.55,19.7
2006,1,7,-3.65,1.85,17.5
2006,1,8,-5.15,-1.35,2.4
2006,1,9,-2.95,1.55,43.8
2006,1,10,0.95,1.95,63.2
2006,1,11,-1.95,1.65,49.1
2006,1,12,-5.05,0.15,23.3
2006,1,13,-0.25,1.55,20
2006,1,14,-4.65,0.35,1.3
2006,1,15,-7.85,-3.05,0.6
2006,1,16,-8.25,-0.05,39.7
2006,1,17,-4.65,1.35,10.9
2006,1,18,-7.35,-0.75,0.7
2006,1,19,-6.45,-0.85,2.5
2006,1,20,-4.95,-0.95,20.8
2006,1,21,-5.95,-0.75,2.8
2006,1,22,-6.05,-0.35,1.3
2006,1,23,-2.15,1.25,0.3
2006,1,24,-1.35,2.15,0.6
2006,1,25,-4.45,1.05,0.9
2006,1,26,-5.95,-1.05,4.2
2006,1,27,-5.55,-1.25,2.4
2006,1,28,-3.85,-1.05,31.2
2006,1,29,-6.45,-0.05,34.8
2006,1,30,-2.55,2.05,52.2
2006,1,31,-5.15,0.25,26.8
2006,2,1,-3.95,1.75,21.9
2006,2,2,-3.55,1.45,26.9
2006,2,3,-5.05,2.65,9.4
2006,2,4,-4.95,3.25,18.7
2006,2,5,-7.75,0.05,1.6
2006,2,6,-6.55,3.15,0
2006,2,7,-5.45,5.15,0
2006,2,8,-4.15,4.25,0
2006,2,9,-6.85,2.35,0
2006,2,10,-6.75,-0.25,0
2006,2,11,-8.25,1.65,0
